ID,Name,Year,Month,Day,Status,Wind_mph,Latitude,Longitude
AL052012,ERNESTO,2012,8,9, TS,55,18.3,-94.6
AL072012,HELENE,2012,8,18, TD,30,21.9,-97.7
AL082012,GORDON,2012,8,20, HU,65,37,-25.1
AL092012,ISAAC,2012,8,25, TS,55,18.3,-72.7
AL092012,ISAAC,2012,8,25, TS,50,20.1,-74.5
AL092012,ISAAC,2012,8,29, HU,70,28.9,-89.4
AL092012,ISAAC,2012,8,29, HU,70,29.2,-90.2
AL182012,SANDY,2012,10,24, HU,75,17.9,-76.6
AL182012,SANDY,2012,10,25, HU,100,20,-76
AL182012,SANDY,2012,10,29, EX,70,39.4,-74.4
AL012013,ANDREA,2013,6,6, TS,50,29.5,-83.4
AL022013,BARRY,2013,6,17, TD,30,16.5,-88.4
AL022013,BARRY,2013,6,20, TS,40,19.6,-96.4
AL062013,FERNAND,2013,8,26, TS,50,19.5,-96.3
AL082013,EIGHT,2013,9,6, TD,30,22.3,-97.9
AL102013,INGRID,2013,9,16, TS,55,23.7,-97.7
AL012014,ARTHUR,2014,7,4, HU,85,34.7,-76.6
AL012014,ARTHUR,2014,7,4, HU,85,35.8,-75.5
AL032014,BERTHA,2014,8,3, TS,40,21.8,-71.9
AL052014,DOLLY,2014,9,3, TS,40,22,-97.7
AL072014,FAY,2014,10,12, HU,70,32.3,-64.7
AL082014,GONZALO,2014,10,13, HU,65,17.1,-61.8
AL082014,GONZALO,2014,10,13, HU,75,18.1,-63
AL082014,GONZALO,2014,10,13, HU,75,18.2,-63.1
AL082014,GONZALO,2014,10,18, HU,95,32.3,-64.8
AL092014,HANNA,2014,10,27, TS,35,14.9,-83.3
AL012015,ANA,2015,5,10, TS,40,33.8,-78.8
AL022015,BILL,2015,6,16, TS,50,28.2,-96.7
AL112015,JOAQUIN,2015,10,1, HU,115,23.1,-73.7
AL112015,JOAQUIN,2015,10,2, HU,110,23.6,-74.8
AL112015,JOAQUIN,2015,10,2, HU,110,24.1,-74.5
AL012016,ALEX,2016,1,15, TS,55,38,-27
AL022016,BONNIE,2016,5,29, TD,30,32,-79
AL032016,COLIN,2016,6,7, TS,45,29,-83
AL042016,ANIELLE,2016,6,20, TS,35,21,-97
AL052016,EARL,2016,8,4, HU,75,17,-87
AL052016,EARL,2016,8,4, HU,75,17,-88
AL052016,EARL,2016,8,6, TS,50,19,-96
AL092016,HERMINE,2016,9,2, HU,70,30,-84
AL112016,JULIA,2016,9,13, TD,30,27,-80
AL142016,MATTHEW,2016,10,4, HU,130,18,-74
AL142016,MATTHEW,2016,10,5, HU,115,20,-74
AL142016,MATTHEW,2016,10,7, HU,115,26,-79
AL142016,MATTHEW,2016,10,8, HU,75,33,-79
AL162016,OTTO,2016,11,24, HU,100,11,-83
AL022017,BRET,2017,6,20, TS,45,10,-61
AL022017,BRET,2017,6,20, TS,45,10,-62
AL032017,CINDY,2017,6,22, TS,45,29,-93
AL062017,EMILY,2017,7,31, TS,50,27,-82
AL072017,RANKLIN,2017,8,8, TS,50,19,-87
AL072017,RANKLIN,2017,8,10, HU,70,20,-96
AL092017,HARVEY,2017,8,18, TS,40,13,-59
AL092017,HARVEY,2017,8,18, TS,40,13,-61
AL092017,HARVEY,2017,8,26, HU,115,28,-96
AL092017,HARVEY,2017,8,26, HU,105,28,-97
AL092017,HARVEY,2017,8,30, TS,40,29,-93
AL112017,IRMA,2017,9,6, HU,155,17,-61
AL112017,IRMA,2017,9,6, HU,155,18,-63
AL112017,IRMA,2017,9,6, HU,155,18,-64
AL112017,IRMA,2017,9,8, HU,135,21,-73
AL112017,IRMA,2017,9,9, HU,145,22,-77
AL112017,IRMA,2017,9,10, HU,115,24,-81
AL112017,IRMA,2017,9,10, HU,100,25,-81
AL132017,KATIA,2017,9,9, HU,65,20,-97
AL152017,MARIA,2017,9,19, HU,145,15,-61
AL152017,MARIA,2017,9,20, HU,135,18,-65
AL162017,NATE,2017,10,5, TS,35,13,-83
AL162017,NATE,2017,10,8, HU,75,29,-89
AL162017,NATE,2017,10,8, HU,65,30,-89
AL172017,OPHELIA,2017,10,16, EX,70,51,-10
AL182017,HILIPPE,2017,10,28, TS,35,22,-81
AL012018,ALBERTO,2018,5,28, TS,40,30,-86
AL062018,LORENCE,2018,9,14, HU,80,34,-77
AL072018,GORDON,2018,9,3, TS,45,25,-80
AL072018,GORDON,2018,9,3, TS,45,25,-80
AL072018,GORDON,2018,9,5, TS,60,30,-88
AL122018,KIRK,2018,9,28, TS,45,13,-60
AL142018,MICHAEL,2018,10,10, HU,140,30,-85
AL022019,BARRY,2019,7,13, HU,65,29,-92
AL052019,DORIAN,2019,8,27, TS,45,13,-59
AL052019,DORIAN,2019,8,27, TS,45,14,-60
AL052019,DORIAN,2019,8,28, HU,65,17,-64
AL052019,DORIAN,2019,8,28, HU,70,18,-65
AL052019,DORIAN,2019,9,1, HU,160,26,-77
AL052019,DORIAN,2019,9,2, HU,155,26,-77
AL052019,DORIAN,2019,9,6, HU,85,35,-75
AL072019,FERNAND,2019,9,4, TS,40,24,-97
AL112019,IMELDA,2019,9,17, TS,40,28,-95
AL122019,KAREN,2019,9,24, TS,40,18,-65
AL122019,KAREN,2019,9,24, TS,40,18,-65
